"dataset","model","method","seed","batch_size","latency_ms_median","latency_ms_mean","latency_ms_std","latency_ci_lo","latency_ci_hi","throughput_per_sec","aif360_version","sklearn_version","notes"
"adult","rf","eqodds","42","32","3.6068499321117997","4.033359012100846","1.1879084522100558","3.526599961332977","3.726349910721183","8872.007597295322","0.6.1","1.5.2","multi_batch"
"adult","rf","eqodds","42","128","9.944949997588992","10.059024980291724","2.816713349864532","8.5498500848189","11.60629978403449","12870.854054674155","0.6.1","1.5.2","multi_batch"
"adult","rf","eqodds","42","256","11.887799948453903","14.090115998405963","5.952284411971036","10.708600049838424","13.981700176373124","21534.68270916644","0.6.1","1.5.2","multi_batch"
"adult","rf","eqodds","42","1024","27.806099969893694","29.229551986791193","8.575489468409065","26.584899984300137","29.134449898265302","36826.451789668754","0.6.1","1.5.2","multi_batch"
"adult","lr","baseline","123","1","0.08350005373358727","0.084179004188627","0.002551614029852629","0.08330005221068859","0.08370005525648594","11976.040197417951","0.6.1","1.5.2","multi_batch"
"adult","lr","baseline","123","32","0.09934999980032444","0.1059779804199934","0.024150765066462878","0.09709992446005344","0.10210007894784212","322093.60910230724","0.6.1","1.5.2","multi_batch"
"adult","lr","baseline","123","128","0.186449964530766","0.20790099631994963","0.059353475351924846","0.18199998885393143","0.19499985501170158","686511.2595871735","0.6.1","1.5.2","multi_batch"
"adult","lr","baseline","123","256","0.2183000324293971","0.22592901019379497","0.027717813941200164","0.21510012447834015","0.2206013014074415","1172697.9476413769","0.6.1","1.5.2","multi_batch"
"adult","lr","baseline","123","1024","0.4259499255567789","0.44851398561149836","0.06684053972502785","0.4189000464975834","0.435700174421072","2404038.4527863977","0.6.1","1.5.2","multi_batch"
"adult","lr","reweighing","123","1","0.08329993579536676","0.0872119888663292","0.009608189577748916","0.08309993427246809","0.08400005754083395","12004.811173643438","0.6.1","1.5.2","multi_batch"
"adult","lr","reweighing","123","32","0.09009998757392168","0.09269501082599163","0.007063798011926596","0.08970010094344616","0.09039998985826969","355160.981279225","0.6.1","1.5.2","multi_batch"
"adult","lr","reweighing","123","128","0.18329988233745098","0.18868799787014723","0.026886177901868945","0.1776998396962881","0.1867001410573721","698309.2316685445","0.6.1","1.5.2","multi_batch"
"adult","lr","reweighing","123","256","0.21395005751401186","0.21761798532679677","0.022156752430484882","0.21150009706616402","0.21739990916103125","1196540.9263011497","0.6.1","1.5.2","multi_batch"
"adult","lr","reweighing","123","1024","0.4144000122323632","0.4221660061739385","0.028846703787846727","0.41009997949004173","0.42319996282458305","2471042.3981016213","0.6.1","1.5.2","multi_batch"
"adult","lr","dir","123","1","1.8779999809339643","2.2322489973157644","0.7083858025606408","1.7760999035090208","2.0577500108629465","532.4813685582048","0.6.1","1.5.2","multi_batch"
"adult","lr","dir","123","32","3.109999932348728","3.6081769969314337","0.9456313901347888","3.0041499994695187","3.5515499766916037","10289.389291347354","0.6.1","1.5.2","multi_batch"
"adult","lr","dir","123","128","3.9022999117150903","4.329649009741843","1.2062541700671834","3.6261624074541032","4.074400058016181","32801.16928371685","0.6.1","1.5.2","multi_batch"
"adult","lr","dir","123","256","3.9609000086784363","4.157629990950227","0.6627762517121591","3.8570499746128917","4.023000015877187","64631.77546494414","0.6.1","1.5.2","multi_batch"
"adult","lr","dir","123","1024","6.298499880358577","6.50545799639076","0.6823976436503173","6.1298999935388565","6.531250081025064","162578.394768772","0.6.1","1.5.2","multi_batch"
"adult","lr","eqodds","123","1","0.174800050444901","0.18601701129227877","0.03763829437309523","0.17404987011104822","0.17549993935972452","5720.822147675591","0.6.1","1.5.2","multi_batch"
"adult","lr","eqodds","123","32","0.20849995780736208","0.2522900071926415","0.07995025923063008","0.20409879216458648","0.21440000273287296","153477.24928350124","0.6.1","1.5.2","multi_batch"
"adult","lr","eqodds","123","128","0.45145011972635984","0.44878598768264055","0.23933742220878548","0.29829994309693575","0.47420000191777945","283530.7698613202","0.6.1","1.5.2","multi_batch"
"adult","lr","eqodds","123","256","0.5316499155014753","0.6146740075200796","0.31603650934039995","0.48789987340569496","0.566038637771271","481519.8733898597","0.6.1","1.5.2","multi_batch"
"adult","lr","eqodds","123","1024","0.9634500602260232","1.0121630039066076","0.15277597010473767","0.9394448803504929","0.9874999523162842","1062846.9936052233","0.6.1","1.5.2","multi_batch"
"adult","rf","baseline","123","1","2.4870000779628754","3.0208449973724782","1.326078238723865","2.256950014270842","2.981400117278099","402.09085993238455","0.6.1","1.5.2","multi_batch"
"adult","rf","baseline","123","32","3.8625000743195415","4.104589999187738","0.7388721992863299","3.7788163259392604","4.06293621927034","8284.789484602781","0.6.1","1.5.2","multi_batch"
